FIRE;;;;;;;;;;;;;;;;;NOFIRE;;;;;;;;;;;;;;;
imagem;index;mediana;mean global;desvio;mean blue;desv blue;mean green;desv green;mean red;desv red;R/G mean;R/B mean;R/G desv;R/B desv;Coluna1;;imagem;index;mediana;mean global;desvio;mean blue;desv blue;mean green;desv green;mean red;desv red;R/G mean;R/B mean;R/G desv;R/B desv;Coluna1
3;50;3;3,654;3,18;1,96;2,483;2,47;2,383;6,533;2,436;2,644;3,333;1,022;0,981;1,305418719;;2;91;37;35,263;16,612;36,418;4,49;14,957;3,665;54,414;3,724;3,638;1,494;1,016;0,829;0,224175295
3;34;3;3,837;3,162;0,626;1,224;3,406;1,136;7,48;1,853;2,196;11,957;1,631;1,514;1,706422018;;1;63;60;65,593;33,339;28,098;1,264;60,158;1,549;108,522;7,224;1,804;3,862;4,664;5,714;0,216683164
3;40;2;3,275;3,082;2,109;2,736;1,888;2,337;5,829;2,396;3,087;2,764;1,025;0,876;1,286310518;;1;62;59;67,811;37,001;28,008;2,127;58,885;2,07;116,539;7,742;1,979;4,161;3,74;3,64;0,209237588
3;30;2;2,376;2,938;1,947;2,696;1,194;2,571;3,987;2,8;3,34;2,048;1,089;1,039;1,049285714;;1;43;77;94,511;52,723;41,186;2,536;76,774;2,962;165,573;10,767;2,157;4,02;3,635;4,246;0,204218273
3;35;3;3,775;2,89;0,454;0,498;3,504;0,617;7,368;0,649;2,103;16,215;1,051;1,304;4,453004622;;1;32;85;96,056;50,9;39,677;1,922;86,443;6,233;162,048;10,2;1,875;4,084;1,636;5,307;0,200392927
3;20;1;2,005;2,815;1,72;2,598;0,854;2,53;3,44;2,677;4,026;2;1,058;1,03;1,051550243;;2;27;64;65,877;18,209;66,166;6,738;44,437;5,397;87,029;3,605;1,958;1,315;0,668;0,535;0,197979021
3;10;1;1,538;2,8;1,752;2,861;0,998;2,758;1,862;2,699;1,865;1,063;0,978;0,943;1,037421267;;2;13;82;79,406;15,847;81,971;3,243;59,243;3,423;97,003;2,901;1,637;1,183;0,848;0,895;0,18306304
3;80;0;1,443;2,777;2,28;2,87;0,995;2,617;1,054;2,645;1,059;0,462;1,011;0,922;1,049905482;;1;58;63;67,162;33,122;28,822;1,562;63,514;2,421;109,15;6,053;1,719;3,787;2,501;3,875;0,182748626
3;90;0;1,433;2,772;2,574;2,724;0,862;2,615;0,862;2,615;1;0,335;1;0,96;1,060038241;;2;92;37;34,988;16,62;37,122;3,512;14,021;2,937;53,822;2,97;3,839;1,45;1,011;0,846;0,178700361
3;26;3;3,422;2,673;0,554;0,818;2,856;0,461;6,856;0,461;2,401;12,384;1;0,564;5,798264642;;1;24;104;108,379;58,506;39,563;2,972;103,923;5,333;181,651;10,358;1,748;4,591;1,942;3,485;0,177041671
3;25;3;3,53;2,62;0,806;0,931;2,891;0,549;6,891;0,549;2,384;8,546;1;0,59;4,772313297;;2;24;67;70,438;21,188;66,429;7,71;47,755;5,519;97,131;3,714;2,034;1,462;0,673;0,482;0,175287899
3;0;1;1,644;2,611;2,498;2,681;1,088;2,474;1,347;2,451;1,238;0,539;0,991;0,914;1,065279478;;1;39;80;84,991;40,753;37,821;1,647;80,434;2,929;136,72;7,023;1,7;3,615;2,397;4,263;0,172330871
3;41;3;3,252;2,603;0,739;0,77;2,469;0,903;6,547;1,066;2,652;8,857;1,181;1,385;2,441838649;;2;5;99;97,303;13,283;99,891;3,269;80,237;2,473;111,781;2,231;1,393;1,119;0,902;0,682;0,167959045
3;24;2;3,207;2,373;0,902;0,624;2,36;0,518;6,36;0,518;2,695;7,048;1;0,831;4,581081081;;1;23;106;110,078;59,777;39,755;3,193;105,438;4,852;185,04;10,007;1,755;4,654;2,062;3,134;0,167405524
3;32;2;3,283;2,336;1,189;0,804;2,33;0,757;6,33;0,757;2,717;5,324;1;0,942;3,085865258;;1;37;81;89,028;43,746;39,616;1,422;82,013;3,591;145,456;7,172;1,774;3,672;1,997;5,043;0,163946418
3;9;1;1,686;2,285;1,186;1,119;0,518;1,66;3,354;2,694;6,469;2,829;1,623;2,408;0,848181143;;1;25;102;106,053;56,862;39,205;3,056;101,486;4,183;177,467;9,142;1,749;4,527;2,185;2,992;0,16077521
3;16;2;2,846;2,226;0,803;0,436;1,867;0,46;5,867;0,46;3,142;7,305;1;1,054;4,839130435;;1;38;81;87,687;42,349;39,627;1,599;81,232;3,113;142,202;6,697;1,751;3,588;2,152;4,188;0,158138327
3;15;2;2,901;2,225;0,92;0,645;1,891;0,526;5,891;0,526;3,115;6,403;1;0,815;4,230038023;;2;25;70;71,719;19,974;69,354;6,63;49,309;4,639;96,494;3,123;1,957;1,391;0,673;0,471;0,156353259
3;17;2;2,701;2,22;0,797;0,685;1,64;0,609;5,666;0,639;3,455;7,11;1,049;0,933;3,474178404;;1;59;63;65,066;31,56;27,898;0,986;62,571;1,753;104,728;4,823;1,674;3,754;2,751;4,892;0,152820025
3;23;2;2,837;2,209;0,837;0,462;1,837;0,462;5,837;0,462;3,178;6,975;1;1;4,781385281;;1;30;87;97,87;53,377;39,658;2,736;85,918;5,248;168,035;7,583;1,956;4,237;1,445;2,771;0,142064934
3;83;1;2,267;2,186;1,067;0,866;0,904;1,009;4,83;1,643;5,343;4,526;1,629;1,897;1,330493001;;1;44;76;90,14;48,333;39,787;2,025;75,632;2,118;155;6,847;2,049;3,896;3,233;3,381;0,141663046
3;14;2;2,409;2,115;0,782;1,003;1,222;0,473;5,222;0,473;4,272;6,675;1;0,472;4,471458774;;1;29;94;97,484;48,718;40,445;1,468;93,026;4,367;158,982;6,606;1,709;3,931;1,513;4,501;0,135596699
3;22;2;2,518;2,083;0,936;0,859;1,309;0,514;5,309;0,514;4,056;5,672;1;0,599;4,052529183;;1;31;87;96,722;51,61;39,771;2,062;86,082;4,528;164,312;6,398;1,909;4,131;1,413;3,102;0,123968223
3;31;2;2,575;2,052;1,059;0,83;1,333;0,498;5,333;0,498;4,001;5,035;1;0,599;4,120481928;;1;28;95;99,545;49,855;41,109;1,285;95,037;4,826;162,49;5,865;1,71;3,953;1,215;4,563;0,117641159
3;6;1;2,171;1,967;1,037;0,935;0,757;0,656;4,718;0,725;6,235;4,551;1,105;0,775;2,713103448;;1;27;97;101,529;51,353;41,443;2,051;96,645;4,471;166,498;5,667;1,723;4,017;1,267;2,762;0,110353825
3;84;1;1,874;1,96;1,286;1,11;0,397;0,896;3,939;1,642;9,927;3,062;1,833;1,48;1,193666261;;1;49;70;74,219;36,266;32,234;2,274;69,966;2,388;120,458;3,997;1,722;3,737;1,674;1,758;0,110213423
3;5;2;2,319;1,902;1,23;0,906;0,864;0,357;4,864;0,357;5,63;3,953;1;0,394;5,327731092;;1;26;99;104,021;54,173;40,714;2,834;98,715;4,166;172,635;5,918;1,749;4,24;1,42;2,088;0,109242612
3;18;2;2,386;1,885;1,395;0,837;0,875;0,431;4,888;0,503;5,585;3,503;1,166;0,601;3,747514911;;1;11;128;124,214;66,664;41,842;4,873;126,456;7,096;204,344;6,852;1,616;4,884;0,966;1,406;0,102784111
3;13;2;2,558;1,811;1,648;0,753;1,013;0,112;5,013;0,112;4,949;3,042;1;0,149;16,16964286;;1;20;109;111,962;65,288;34,4;4,51;107,902;5,292;193,584;6,693;1,794;5,627;1,265;1,484;0,10251501
3;21;2;2,525;1,756;1,811;0,415;0,882;0,394;4,882;0,394;5,537;2,695;1;0,95;4,456852792;;1;21;110;112,502;64,646;35,37;4,812;109,163;5,868;192,974;6,597;1,768;5,456;1,124;1,371;0,102048077
3;4;2;2,47;1,754;1,79;0,515;0,829;0,405;4,79;0,515;5,78;2,676;1,27;1;3,405825243;;1;10;125;121,003;66,157;39,331;4,961;123,074;7,075;200,603;6,69;1,63;5,1;0,946;1,349;0,101123086
3;12;2;2,471;1,675;1,862;0,435;0,933;0,25;4,619;0,905;4,952;2,48;3,613;2,08;1,850828729;;1;3;130;123,181;64,709;41,021;2,33;129,784;3,27;198,739;6,528;1,531;4,845;1,996;2,802;0,100882412
3;7;2;2,115;1,67;1,395;0,931;0,885;0,489;4,066;1,195;4,595;2,914;2,441;1,284;1,39748954;;1;2;130;124,689;65,074;42,128;3,499;131,227;3,425;200,712;6,434;1,529;4,764;1,878;1,839;0,098872053
3;8;1;1,762;1,584;1,36;0,62;0,437;0,496;3,49;1,412;7,989;2,566;2,847;2,279;1,121813031;;1;12;125;121,691;66,171;39,704;4,093;124,278;6,586;201,091;6,533;1,618;5,065;0,992;1,596;0,09872905
3;3;2;1,92;1,58;1,514;0,572;0,552;0,497;3,694;1,314;6,693;2,441;2,642;2,299;1,202435312;;1;4;129;121,77;64,541;39,76;1,786;128,454;3,327;197,096;6,167;1,534;4,957;1,854;3,453;0,095551665
3;92;1;1,493;1,497;1,09;0,317;0,099;0,299;3,29;1,097;33,161;3,019;3,671;3,457;1,364630811;;1;45;75;87,088;44,948;39,384;1,4;74,722;1,945;147,158;4,261;1,969;3,737;2,19;3,043;0,094798434
3;2;1;1,375;1,372;1,069;0,375;0,107;0,309;2,949;1,109;27,507;2,759;3,584;2,954;1,237150586;;1;48;73;77,407;37,176;35,08;2,289;71,773;2,221;125,37;3,503;1,747;3,574;1,577;1,53;0,094227459
3;85;1;1,099;1,29;1,131;1,079;0,552;0,801;1,613;1,619;2,922;1,426;2,022;1,501;0,796788141;;1;22;107;109,814;62,571;35,246;3,561;106,213;4,485;187,984;5,367;1,77;5,333;1,197;1,507;0,08577456
3;78;1;1,154;1,237;1,336;0,889;0,358;0,891;1,768;1,402;4,933;1,323;1,575;1,578;0,882310984;;1;5;126;119,564;63,648;38,706;2,193;126,05;3,378;193,936;5,074;1,539;5,011;1,502;2,314;0,079719708
3;86;0;0,903;1,185;1,837;1,419;0,187;0,39;0,686;0,782;3,667;0,374;2,006;0,551;1,515345269;;1;6;124;117,7;62,966;37,997;2,077;123,443;3,078;191,661;4,965;1,553;5,044;1,613;2,391;0,078852079
3;91;0;0,826;1,14;0,909;0,704;0,246;0,46;1,322;1,613;5,364;1,454;3,509;2,291;0,706757595;;1;13;123;119,224;65,348;38,139;4,463;121,922;6,217;197,611;5,081;1,621;5,181;0,817;1,139;0,077752953
3;11;1;1,171;1,087;1,083;0,276;0,083;0,276;2,346;0,906;28,192;2,165;3,281;3,281;1,199779249;;1;1;132;126,422;65,522;43,563;2,6;132,222;3,276;203,48;4,991;1,539;4,671;1,524;1,92;0,076172888
3;88;1;0,918;1,024;2,013;0,94;0,32;0,466;0,422;0,494;1,32;0,21;1,059;0,526;2,072874494;;1;19;109;108,811;58,165;37,595;3,542;109,131;4,597;179,706;4,236;1,647;4,78;0,922;1,196;0,072827302
3;93;1;1,084;1,009;0,987;0,299;0,038;0,192;2,227;0,72;58;2,256;3,745;2,407;1,401388889;;1;47;73;79,798;39,056;36,018;1,866;72,674;2,443;130,702;2,794;1,798;3,629;1,144;1,497;0,071538304
3;87;1;0,916;0,962;1,738;1,112;0,442;0,497;0,57;0,52;1,29;0,328;1,048;0,468;1,85;;1;7;120;115,335;62,526;36,502;1,403;120,254;2,345;189,25;4,355;1,574;5,185;1,857;3,104;0,069651025
3;89;0;0,641;0,951;1,718;0,889;0,102;0,303;0,102;0,303;1;0,06;1;0,341;3,138613861;;1;46;74;83,288;41,758;37,413;1,335;74,133;2,118;138,318;2,864;1,866;3,697;1,352;2,146;0,06858566
3;1;1;1,196;0,927;1,742;1,079;0,512;0,5;1,334;0,613;2,606;0,766;1,227;0,568;1,51223491;;1;18;111;110,156;60,209;36,13;3,21;111,038;4,231;183,301;4,031;1,651;5,073;0,953;1,256;0,066950124
3;99;0;0,595;0,914;1,715;0,745;0,035;0,184;0,035;0,184;1;0,021;1;0,247;4,967391304;;1;14;120;116,867;65,022;36,04;3,827;119,701;5,344;194,861;4,015;1,628;5,407;0,751;1,049;0,061748331
3;96;1;0,866;0,847;1,346;1,156;0,626;0,484;0,626;0,484;1;0,465;1;0,419;1,75;;1;0;130;124,237;65,104;41,902;2,856;129,941;2,811;200,869;3,933;1,546;4,794;1,399;1,377;0,060411035
3;79;0;0,464;0,828;0,686;1,158;0,317;0,492;0,389;0,631;1,227;0,566;1,282;0,544;1,312202853;;1;15;117;114,901;64,464;34,944;2,709;117,178;3,853;192,582;3,458;1,644;5,511;0,898;1,277;0,053642343
3;94;1;0,771;0,787;0,69;0,539;0,141;0,348;1,482;0,733;10,523;2,148;2,108;1,36;1,07366985;;1;17;113;111,321;62,08;34,349;2,213;113,44;3,684;186,174;3,305;1,641;5,42;0,897;1,493;0,053237758
3;98;0;0,526;0,594;0,579;0,633;0,499;0,572;0,499;0,572;1;0,862;1;0,903;1,038461538;;1;16;115;112,777;64,099;32,982;2,721;115,621;3,485;189,726;3,173;1,641;5,752;0,911;1,166;0,049501552
3;97;0;0,458;0,528;0,49;0,585;0,442;0,497;0,442;0,497;1;0,902;1;0,848;1,062374245;;1;8;119;113,051;61,736;34,763;1,834;118,835;1,719;185,555;2,871;1,561;5,338;1,67;1,565;0,046504471
3;95;1;0,939;0,353;0,939;0,276;0,867;0,367;1,011;0,39;1,166;1,077;1,063;1,411;0,905128205;;1;9;116;111,556;59,356;36,832;2,667;115,912;1,984;181,923;2,08;1,569;4,939;1,048;0,78;0,035042793
